node,location,time,rules,primary,downsample,richness,links,connectance,diameter,complexity,distance,basal,top,generality,vulnerability,S1,S2,S4,S5
species,Greenland,1,maximal,false,false,26,55,0.08136094674556213,11,0.9142526215783868,3.0,1.0,13.0,2.790368048511495,3.8191823530899702,2.0,0.0,172.0,0.0
species,Greenland,1,maximal,false,true,16,34,0.1328125,10,0.9096687363307305,2.0,8.0,4.0,3.3241540277189325,1.5438048235879214,0.0,0.0,6.0,0.0
species,Greenland,2,maximal,true,false,20,86,0.215,13,0.8854165851460905,3.0,1.0,5.0,4.354066459855901,3.404331606088121,3.0,0.0,24.0,0.0
species,Greenland,2,maximal,true,true,16,57,0.22265625,12,0.8493755226007983,3.0,5.0,1.0,4.51617463494641,1.998958061924595,1.0,2.0,1.0,2.0
species,Greenland,2,maximal,false,false,20,86,0.215,13,0.8854165851460905,3.0,1.0,5.0,4.354066459855901,3.404331606088121,3.0,0.0,24.0,0.0
species,Greenland,2,maximal,false,true,16,63,0.24609375,13,0.8374706139759656,3.0,5.0,2.0,4.5235494912734175,2.3514180118955172,2.0,0.0,1.0,1.0
species,Greenland,3,maximal,true,false,98,4632,0.4822990420658059,93,0.6464953896846877,2.0,1.0,4.0,36.694208936737574,21.13947351820694,7.0,0.0,372.0,0.0
species,Greenland,3,maximal,true,true,93,2252,0.2603769221875361,92,0.905348285990256,3.0,33.0,0.0,27.865690866058394,7.101514630797145,1698.0,1168.0,747.0,3712.0
species,Greenland,3,maximal,false,false,98,4632,0.4822990420658059,93,0.6464953896846877,2.0,1.0,4.0,36.694208936737574,21.13947351820694,7.0,0.0,372.0,0.0
species,Greenland,3,maximal,false,true,93,2244,0.2594519597641346,92,0.9045996553775966,3.0,34.0,0.0,27.730937756157918,6.973904474432765,1879.0,1346.0,943.0,4234.0
species,Greenland,4,maximal,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,4,maximal,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,4,maximal,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,4,maximal,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,5,maximal,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,5,maximal,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,5,maximal,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,5,maximal,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,1,minimum,true,false,20,39,0.0975,7,0.9327634254986804,1.0,1.0,10.0,2.0894471693929497,3.0517466957034367,2.0,0.0,79.0,0.0
species,Greenland,1,minimum,true,true,13,30,0.17751479289940827,7,0.9258969994985554,2.0,3.0,3.0,2.5943726083138543,1.6012815380508714,0.0,0.0,7.0,0.0
species,Greenland,1,minimum,false,false,20,39,0.0975,7,0.9327634254986804,1.0,1.0,10.0,2.0894471693929497,3.0517466957034367,2.0,0.0,79.0,0.0
species,Greenland,1,minimum,false,true,17,33,0.11418685121107267,7,0.9528859612172624,2.0,4.0,8.0,2.357715743980127,2.4614677591656093,0.0,0.0,36.0,0.0
species,Greenland,2,minimum,true,false,19,85,0.23545706371191136,13,0.8821295282286686,3.0,1.0,4.0,4.401621179275648,3.2722472918746965,3.0,0.0,18.0,0.0
species,Greenland,2,minimum,true,true,13,55,0.3254437869822485,12,0.8154760712471998,3.0,5.0,0.0,4.8845649098946735,1.5358952955766088,0.0,0.0,2.0,2.0
species,Greenland,2,minimum,false,false,19,85,0.23545706371191136,13,0.8821295282286686,3.0,1.0,4.0,4.401621179275648,3.2722472918746965,3.0,0.0,18.0,0.0
species,Greenland,2,minimum,false,true,16,58,0.2265625,12,0.8270450498533303,3.0,6.0,1.0,4.602535533087532,2.1563858652847827,0.0,0.0,0.0,0.0
species,Greenland,3,minimum,true,false,90,4183,0.5164197530864197,86,0.6431291218732412,2.0,1.0,3.0,32.46959780353148,21.10233374269928,7.0,0.0,192.0,0.0
species,Greenland,3,minimum,true,true,86,2057,0.27812330989724177,85,0.8987079580116882,3.0,26.0,0.0,26.05117819003431,7.252123609924555,615.0,529.0,265.0,1752.0
species,Greenland,3,minimum,false,false,90,4183,0.5164197530864197,86,0.6431291218732412,2.0,1.0,3.0,32.46959780353148,21.10233374269928,7.0,0.0,192.0,0.0
species,Greenland,3,minimum,false,true,86,2087,0.28217955651703625,85,0.8957259777784092,3.0,25.0,0.0,25.904087535097464,7.376312515078889,1743.0,914.0,870.0,2147.0
species,Greenland,4,minimum,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,4,minimum,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,4,minimum,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,4,minimum,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,5,minimum,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,5,minimum,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,5,minimum,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Greenland,5,minimum,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,1,maximal,true,false,17,26,0.08996539792387544,8,0.9372177157770575,3.0,1.0,7.0,1.7362908403700519,2.8310255884313267,2.0,0.0,67.0,0.0
trophic,Greenland,1,maximal,true,true,10,14,0.14,7,0.9366601115257993,3.0,5.0,0.0,2.3190036174568114,0.5163977794943223,1.0,0.0,1.0,0.0
trophic,Greenland,1,maximal,false,false,17,26,0.08996539792387544,8,0.9372177157770575,3.0,1.0,7.0,1.7362908403700519,2.8310255884313267,2.0,0.0,67.0,0.0
trophic,Greenland,1,maximal,false,true,12,16,0.1111111111111111,7,0.9445062708513543,3.0,5.0,2.0,2.103388319888276,1.0730867399773196,1.0,0.0,6.0,0.0
trophic,Greenland,2,maximal,true,false,14,35,0.17857142857142858,8,0.9135296447944757,3.0,1.0,4.0,2.3777817717036513,2.472930370104386,2.0,0.0,16.0,0.0
trophic,Greenland,2,maximal,true,true,10,22,0.22,7,0.8824675533984879,3.0,4.0,1.0,2.4855135843076335,1.5491933384829668,0.0,0.0,0.0,1.0
trophic,Greenland,2,maximal,false,false,14,35,0.17857142857142858,8,0.9135296447944757,3.0,1.0,4.0,2.3777817717036513,2.472930370104386,2.0,0.0,16.0,0.0
trophic,Greenland,2,maximal,false,true,11,25,0.2066115702479339,8,0.8648233480401938,3.0,4.0,2.0,2.6111648393354674,1.618079669911781,0.0,0.0,3.0,1.0
trophic,Greenland,3,maximal,true,false,22,114,0.23553719008264462,18,0.877683351361362,2.0,1.0,3.0,5.941271017105793,3.567530340063379,3.0,0.0,48.0,0.0
trophic,Greenland,3,maximal,true,true,20,83,0.2075,17,0.8383065262310252,3.0,10.0,2.0,5.842449017861926,2.207046132634963,0.0,0.0,3.0,10.0
trophic,Greenland,3,maximal,false,false,22,114,0.23553719008264462,18,0.877683351361362,2.0,1.0,3.0,5.941271017105793,3.567530340063379,3.0,0.0,48.0,0.0
trophic,Greenland,3,maximal,false,true,19,76,0.21052631578947367,17,0.8663226058029347,3.0,9.0,1.0,5.696002496878354,1.9720265943665387,2.0,3.0,1.0,7.0
trophic,Greenland,4,maximal,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,4,maximal,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,4,maximal,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,4,maximal,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,5,maximal,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,5,maximal,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,5,maximal,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,5,maximal,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,1,minimum,true,false,11,15,0.12396694214876033,4,0.9670514478122003,1.0,1.0,4.0,1.12006493318265,1.747725795010606,2.0,0.0,16.0,0.0
trophic,Greenland,1,minimum,true,true,9,11,0.13580246913580246,4,0.9608420763082303,1.0,1.0,3.0,1.0929064207170003,1.3017082793177757,2.0,0.0,7.0,0.0
trophic,Greenland,1,minimum,false,false,11,15,0.12396694214876033,4,0.9670514478122003,1.0,1.0,4.0,1.12006493318265,1.747725795010606,2.0,0.0,16.0,0.0
trophic,Greenland,1,minimum,false,true,9,12,0.14814814814814814,4,0.976223470899666,2.0,2.0,2.0,1.3228756555322954,1.0,2.0,0.0,4.0,0.0
trophic,Greenland,2,minimum,true,false,13,34,0.20118343195266272,8,0.9122909276640535,3.0,1.0,3.0,2.433737233777903,2.292686253374032,2.0,0.0,11.0,0.0
trophic,Greenland,2,minimum,true,true,10,25,0.25,8,0.8865884522636046,3.0,4.0,0.0,2.8382310609877335,1.509230856356236,0.0,0.0,0.0,0.0
trophic,Greenland,2,minimum,false,false,13,34,0.20118343195266272,8,0.9122909276640535,3.0,1.0,3.0,2.433737233777903,2.292686253374032,2.0,0.0,11.0,0.0
trophic,Greenland,2,minimum,false,true,10,25,0.25,8,0.8698502291624249,3.0,3.0,0.0,2.718251071716682,1.35400640077266,0.0,0.0,0.0,0.0
trophic,Greenland,3,minimum,true,false,19,95,0.2631578947368421,16,0.8899437234067619,2.0,1.0,2.0,5.174724898753341,3.1622776601683795,3.0,0.0,24.0,0.0
trophic,Greenland,3,minimum,true,true,17,68,0.23529411764705882,16,0.8458809452460698,4.0,8.0,0.0,5.291502622129181,1.8371173070873836,4.0,1.0,2.0,9.0
trophic,Greenland,3,minimum,false,false,19,95,0.2631578947368421,16,0.8899437234067619,2.0,1.0,2.0,5.174724898753341,3.1622776601683795,3.0,0.0,24.0,0.0
trophic,Greenland,3,minimum,false,true,17,59,0.2041522491349481,16,0.8497418958807506,4.0,6.0,0.0,4.976414962837499,1.2307338795828044,3.0,0.0,2.0,6.0
trophic,Greenland,4,minimum,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,4,minimum,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,4,minimum,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,4,minimum,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,5,minimum,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,5,minimum,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,5,minimum,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Greenland,5,minimum,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,1,maximal,true,false,13,22,0.1301775147928994,10,0.9469337875795649,3.0,1.0,2.0,2.287087499587462,2.0159619451027746,2.0,0.0,29.0,0.0
guild,Kashmir,1,maximal,true,true,9,10,0.12345679012345678,8,0.7894385203267943,2.0,7.0,0.0,2.976761849915292,0.33333333333333337,0.0,0.0,0.0,0.0
guild,Kashmir,1,maximal,false,false,13,22,0.1301775147928994,10,0.9469337875795649,3.0,1.0,2.0,2.287087499587462,2.0159619451027746,2.0,0.0,29.0,0.0
guild,Kashmir,1,maximal,false,true,9,10,0.12345679012345678,8,0.7894385203267943,2.0,7.0,0.0,2.976761849915292,0.33333333333333337,0.0,0.0,0.0,0.0
guild,Kashmir,2,maximal,true,false,9,12,0.14814814814814814,5,0.942528288492351,3.0,1.0,2.0,1.4142135623730951,1.8027756377319948,1.0,0.0,15.0,0.0
guild,Kashmir,2,maximal,true,true,8,8,0.125,5,0.9508216760762976,3.0,4.0,1.0,1.6903085094570331,0.5345224838248488,0.0,0.0,1.0,0.0
guild,Kashmir,2,maximal,false,false,9,12,0.14814814814814814,5,0.942528288492351,3.0,1.0,2.0,1.4142135623730951,1.8027756377319948,1.0,0.0,15.0,0.0
guild,Kashmir,2,maximal,false,true,8,7,0.109375,5,0.9274002142254908,3.0,5.0,1.0,1.7268882005337975,0.3535533905932738,0.0,0.0,0.0,0.0
guild,Kashmir,3,maximal,true,false,9,16,0.19753086419753085,7,0.919669524512548,3.0,1.0,1.0,1.855921454276674,1.3944333775567928,1.0,0.0,10.0,0.0
guild,Kashmir,3,maximal,true,true,8,12,0.1875,6,0.9009214678030691,3.0,4.0,1.0,2.2038926600773587,0.7559289460184544,0.0,0.0,1.0,0.0
guild,Kashmir,3,maximal,false,false,9,16,0.19753086419753085,7,0.919669524512548,3.0,1.0,1.0,1.855921454276674,1.3944333775567928,1.0,0.0,10.0,0.0
guild,Kashmir,3,maximal,false,true,7,11,0.22448979591836735,6,0.8649735207179272,3.0,4.0,0.0,2.3704530408864084,0.5345224838248488,0.0,0.0,0.0,0.0
guild,Kashmir,4,maximal,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,4,maximal,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,4,maximal,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,4,maximal,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,5,maximal,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,5,maximal,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,5,maximal,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,5,maximal,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,1,minimum,true,false,11,16,0.1322314049586777,8,0.9667715014127641,3.0,1.0,2.0,1.8635254955935732,1.9164360862620156,2.0,0.0,22.0,0.0
guild,Kashmir,1,minimum,true,true,8,8,0.125,7,0.847556029599483,3.0,6.0,0.0,2.449489742783178,0.0,0.0,0.0,0.0,0.0
guild,Kashmir,1,minimum,false,false,11,16,0.1322314049586777,8,0.9667715014127641,3.0,1.0,2.0,1.8635254955935732,1.9164360862620156,2.0,0.0,22.0,0.0
guild,Kashmir,1,minimum,false,true,9,8,0.09876543209876543,6,0.847556029599483,2.0,7.0,1.0,2.315407331574968,0.3333333333333334,0.0,0.0,0.0,0.0
guild,Kashmir,2,minimum,true,false,8,10,0.15625,4,0.9531626000554148,3.0,1.0,2.0,1.164964745021435,1.5811388300841898,1.0,0.0,10.0,0.0
guild,Kashmir,2,minimum,true,true,5,6,0.24,4,0.9786600843501597,3.0,2.0,0.0,1.6431676725154982,0.4472135954999579,0.0,0.0,1.0,0.0
guild,Kashmir,2,minimum,false,false,8,10,0.15625,4,0.9531626000554148,3.0,1.0,2.0,1.164964745021435,1.5811388300841898,1.0,0.0,10.0,0.0
guild,Kashmir,2,minimum,false,true,5,5,0.2,4,0.9182958340544894,3.0,3.0,0.0,1.7320508075688772,0.0,0.0,0.0,0.0,0.0
guild,Kashmir,3,minimum,true,false,9,16,0.19753086419753085,7,0.919669524512548,3.0,1.0,1.0,1.855921454276674,1.3944333775567928,1.0,0.0,10.0,0.0
guild,Kashmir,3,minimum,true,true,7,12,0.24489795918367346,6,0.9009214678030691,3.0,3.0,0.0,2.288688541085317,0.48795003647426666,0.0,0.0,1.0,0.0
guild,Kashmir,3,minimum,false,false,9,16,0.19753086419753085,7,0.919669524512548,3.0,1.0,1.0,1.855921454276674,1.3944333775567928,1.0,0.0,10.0,0.0
guild,Kashmir,3,minimum,false,true,6,10,0.2777777777777778,5,0.8112781244591328,2.0,4.0,0.0,2.581988897471611,0.5163977794943222,0.0,0.0,0.0,0.0
guild,Kashmir,4,minimum,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,4,minimum,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,4,minimum,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,4,minimum,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,5,minimum,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,5,minimum,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,5,minimum,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
guild,Kashmir,5,minimum,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,1,maximal,true,false,42,73,0.041383219954648526,28,0.926360223286846,3.0,1.0,12.0,4.225702561355916,5.179977981917248,5.0,0.0,571.0,0.0
species,Kashmir,1,maximal,true,true,32,34,0.033203125,28,0.8141236072221133,3.0,25.0,2.0,4.931384023486386,0.6189220598177385,0.0,0.0,6.0,0.0
species,Kashmir,1,maximal,false,false,42,73,0.041383219954648526,28,0.926360223286846,3.0,1.0,12.0,4.225702561355916,5.179977981917248,5.0,0.0,571.0,0.0
species,Kashmir,1,maximal,false,true,29,29,0.034482758620689655,27,0.6317785733605339,2.0,27.0,0.0,5.196152422706632,0.0,0.0,0.0,0.0,0.0
species,Kashmir,2,maximal,true,false,36,59,0.04552469135802469,24,0.963794745279157,1.0,1.0,9.0,4.0082256692797396,4.49223315625522,7.0,0.0,372.0,0.0
species,Kashmir,2,maximal,true,true,28,27,0.03443877551020408,24,0.7610452039352441,2.0,25.0,2.0,4.717831759180959,0.33134326579600165,0.0,0.0,1.0,0.0
species,Kashmir,2,maximal,false,false,36,59,0.04552469135802469,24,0.963794745279157,1.0,1.0,9.0,4.0082256692797396,4.49223315625522,7.0,0.0,372.0,0.0
species,Kashmir,2,maximal,false,true,28,27,0.03443877551020408,24,0.72483409150576,2.0,25.0,1.0,4.717831759180959,0.18898223650461363,0.0,0.0,0.0,0.0
species,Kashmir,3,maximal,true,false,67,951,0.21185119180218312,63,0.7051736367117073,3.0,1.0,2.0,25.04313781649706,3.7223274161517317,31.0,0.0,655.0,0.0
species,Kashmir,3,maximal,true,true,65,872,0.2063905325443787,62,0.31376788148127877,2.0,49.0,1.0,25.656317635533444,2.8333521869659295,0.0,0.0,0.0,0.0
species,Kashmir,3,maximal,false,false,67,951,0.21185119180218312,63,0.7051736367117073,3.0,1.0,2.0,25.04313781649706,3.7223274161517317,31.0,0.0,655.0,0.0
species,Kashmir,3,maximal,false,true,63,872,0.2197026958931721,62,0.3337460214191845,2.0,48.0,1.0,25.953560479966935,1.7889116280878827,0.0,0.0,0.0,0.0
species,Kashmir,4,maximal,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,4,maximal,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,4,maximal,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,4,maximal,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,5,maximal,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,5,maximal,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,5,maximal,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,5,maximal,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,1,minimum,true,false,37,58,0.042366691015339665,23,0.9438599590105204,3.0,1.0,12.0,3.625071191182477,4.87932452372332,5.0,0.0,445.0,0.0
species,Kashmir,1,minimum,true,true,24,24,0.041666666666666664,22,0.6634773865028005,2.0,22.0,0.0,4.69041575982343,0.0,0.0,0.0,0.0,0.0
species,Kashmir,1,minimum,false,false,37,58,0.042366691015339665,23,0.9438599590105204,3.0,1.0,12.0,3.625071191182477,4.87932452372332,5.0,0.0,445.0,0.0
species,Kashmir,1,minimum,false,true,25,25,0.04,23,0.7740331453082168,3.0,22.0,1.0,4.591659104651971,0.28867513459481287,0.0,0.0,1.0,0.0
species,Kashmir,2,minimum,true,false,32,51,0.0498046875,20,0.9715728535144921,1.0,1.0,9.0,3.5456413496919232,4.086637351014851,7.0,0.0,274.0,0.0
species,Kashmir,2,minimum,true,true,23,24,0.045368620037807186,20,0.847556029599483,2.0,19.0,1.0,4.363883392217254,0.4746540241984124,0.0,0.0,3.0,0.0
species,Kashmir,2,minimum,false,false,32,51,0.0498046875,20,0.9715728535144921,1.0,1.0,9.0,3.5456413496919232,4.086637351014851,7.0,0.0,274.0,0.0
species,Kashmir,2,minimum,false,true,22,25,0.05165289256198347,20,0.885925308517841,2.0,17.0,0.0,4.45394907219002,0.6396021490668312,0.0,0.0,6.0,0.0
species,Kashmir,3,minimum,true,false,67,951,0.21185119180218312,63,0.7051736367117073,3.0,1.0,2.0,25.04313781649706,3.7223274161517317,31.0,0.0,655.0,0.0
species,Kashmir,3,minimum,true,true,63,869,0.21894683799445705,61,0.20712193769901097,2.0,48.0,1.0,25.974651868360812,1.770353802426365,0.0,0.0,0.0,0.0
species,Kashmir,3,minimum,false,false,67,951,0.21185119180218312,63,0.7051736367117073,3.0,1.0,2.0,25.04313781649706,3.7223274161517317,31.0,0.0,655.0,0.0
species,Kashmir,3,minimum,false,true,64,872,0.212890625,62,0.3120114108294879,2.0,48.0,1.0,25.80297755674044,2.387134830379863,0.0,0.0,0.0,1.0
species,Kashmir,4,minimum,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,4,minimum,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,4,minimum,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,4,minimum,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,5,minimum,true,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,5,minimum,true,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,5,minimum,false,false,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
species,Kashmir,5,minimum,false,true,2,1,0.25,1,NaN,2.0,1.0,1.0,0.7071067811865476,0.7071067811865476,0.0,0.0,0.0,0.0
trophic,Kashmir,1,maximal,true,false,14,25,0.12755102040816327,10,0.9419931164710278,3.0,1.0,2.0,2.516975334635768,2.1901377346421156,2.0,0.0,37.0,0.0
trophic,Kashmir,1,maximal,true,true,13,14,0.08284023668639054,9,0.8943631792431597,2.0,9.0,1.0,2.7526211284742907,0.49354811679282456,0.0,0.0,0.0,0.0
trophic,Kashmir,1,maximal,false,false,14,25,0.12755102040816327,10,0.9419931164710278,3.0,1.0,2.0,2.516975334635768,2.1901377346421156,2.0,0.0,37.0,0.0
trophic,Kashmir,1,maximal,false,true,10,11,0.11,9,0.7759782909890008,2.0,8.0,0.0,3.142893217686178,0.31622776601683794,0.0,0.0,0.0,0.0
trophic,Kashmir,2,maximal,true,false,12,17,0.11805555555555555,6,0.9630937549801419,1.0,1.0,3.0,1.7816403745544231,2.151461800448216,2.0,0.0,29.0,0.0
trophic,Kashmir,2,maximal,true,true,9,9,0.1111111111111111,6,0.9325690893807158,2.0,6.0,1.0,2.29128784747792,0.5,0.0,0.0,1.0,0.0
trophic,Kashmir,2,maximal,false,false,12,17,0.11805555555555555,6,0.9630937549801419,1.0,1.0,3.0,1.7816403745544231,2.151461800448216,2.0,0.0,29.0,0.0
trophic,Kashmir,2,maximal,false,true,8,8,0.125,6,0.847556029599483,2.0,6.0,0.0,2.449489742783178,0.0,0.0,0.0,0.0,0.0
trophic,Kashmir,3,maximal,true,false,11,20,0.1652892561983471,8,0.9642005520432326,3.0,1.0,1.0,2.1362669223756576,1.3280197150781923,3.0,0.0,13.0,0.0
